title,cgross,studio,theaters2,theaters1,opening_gross,release_data
Praise,29874,Strand,1,2,6315,6/30/00
Prancer,18587135,Orion,1713,1728,2914486,11/17/89
Pray for Rain,0,VE,0,0,0,6/16/17
Pray the Devil Back to Hell,90066,Bal.,1,5,8227,11/7/08
Prayer Before Dawn,14453,A24,13,13,14453,8/10/18
A Prayer for the Dying,1432687,Gold.,407,407,881793,9/11/87
Praying with Lior,82553,FRun,1,4,8401,2/1/08
Preacher's Kid,515065,8X,109,109,190638,1/29/10
The Preacher's Wife,48102795,BV,1783,2008,7649752,12/13/96
Preaching to the Choir,405191,Free,143,143,190865,4/14/06
"Precious: Based on the Novel ""Push"" by Sapphire",47566524,LGF,18,1003,1872458,11/6/09
Predator,59735548,Fox,1623,1636,12031638,6/12/87
The Predator (2018),49085889,Fox,4037,4070,24632284,9/14/18
Predator 2,30669413,Fox,1950,1978,8784943,11/21/90
Predators,52000688,Fox,2669,2669,24760882,7/9/10
Predestination,68372,VE,20,20,44028,1/9/15
Prefontaine,589304,BV,201,201,311253,1/24/97
Prelude to a Kiss,20006730,Fox,1247,1248,5273395,7/10/92
Prem Ratan Dhan Payo,4364639,FIP,287,287,2425585,11/12/15
Premam,828278,BSC,112,112,448129,10/6/16
Premium Rush,20275446,Sony,2255,2255,6030164,8/24/12
Premonition,47852604,Sony,2831,2831,17558689,3/16/07
The Preppie Connection,11558,IFC,2,2,5576,3/18/16
Presenting Lily Mars,0,MGM,0,0,0,4/29/43
Presenting Princess Shaw,60197,Magn.,3,12,4814,5/27/16
The President,7578,Crnth,0,1,0,6/3/16
The President's Last Bang,9724,Kino,3,3,1862,10/14/05
The Presidio,20324096,Par.,1152,1168,5119031,6/10/88
Pressure Cooker,44803,BevP,1,2,8151,5/27/09
The Prestige,53089891,BV,2281,2305,14801808,10/20/06
Presumed Innocent,86303188,WB,1349,1451,11718981,7/27/90
Pretty Baby,5786368,Par.,0,0,0,4/5/78
Pretty in Pink,40471663,Par.,827,1117,6065870,2/28/86
The Pretty One,13769,Da.,1,5,1484,2/7/14
Pretty Persuasion,305800,IDP,8,24,58570,8/12/05
Pretty Ugly People,6537,Osiris,3,3,2522,9/18/09
"Pretty Village, Pretty Flame",211,Wells,1,1,141,1/16/98
Pretty Woman,178406268,BV,1325,1811,11280591,3/23/90
The Prey,13959,Cohen,5,5,5889,6/6/13
Prey for Rock and Roll,58040,MAC,1,5,6835,9/26/03
A Price Above Rubies,1130732,Mira.,4,44,36063,3/27/98
Price Check,7413,IFC,1,2,2783,11/16/12
The Price of Everything,0,Abr.,0,0,0,10/19/18
Price of Glory,3440228,NL,802,807,1611833,3/31/00
The Price of Sugar,3384,Mitro.,1,1,3384,9/28/07
Priceless,2165188,Gold.,24,44,116308,3/30/08
Priceless (2016),1499605,RAtt.,303,303,707021,10/14/16
Prick Up Your Ears,1654743,Gold.,1,36,38643,4/17/87
Pride,7057600,LGF,1518,1518,3533300,3/23/07
Pride & Glory,15740721,WB (NL),2585,2585,6262396,10/24/08
Pride (2014),1446634,CBS,10,124,100040,9/26/14
Pride and Prejudice,38405088,Focus,215,1335,2865017,11/11/05
Pride and Prejudice (2003),377271,Excel,18,20,38329,12/5/03
Pride and Prejudice and Zombies,10938134,SGem,2931,2931,5324240,2/5/16
The Pride and the Passion,0,UA,0,0,0,7/10/57
The Pride of the Yankees,0,RKO,0,0,0,7/14/42
Priest,29136626,SGem,2864,2864,14953664,5/13/11
Priest (1995),4165845,Mira.,8,154,113430,3/24/95
The Priests,185093,CJ,0,13,0,11/26/15
Primal Fear,56116183,Par.,1983,1983,9871222,4/5/96
Primal Rage: The Bigfoot Reborn,21903,Fathom,0,122,0,2/27/18
Primary Colors,39001187,Uni.,1965,1976,12045395,3/20/98
Prime,22827153,Uni.,1827,1837,6220935,10/28/05
Primer,424760,Think,4,31,28162,10/8/04
Primeval,10597734,BV,2444,2444,6048315,1/12/07
Primo Amore,9392,Strand,1,1,1943,4/6/05
Primo Levi's Journey,22026,CGld,1,1,3151,8/17/07
The Prince and Me,28176497,Par.,2682,2711,9406378,4/2/04
Prince Avalanche,205139,Magn.,14,23,36694,8/9/13
The Prince of Central Park,7838,Key.,4,4,5810,9/22/00
Prince of Darkness,14182492,Uni.,1239,1239,4657401,10/23/87
The Prince of Egypt,101413188,DW,3118,3218,14524321,12/18/98
Prince of Foxes,0,Fox,0,0,0,12/23/49
The Prince of Pennsylvania,5415,NL,1,1,3174,9/16/88
Prince of Persia: The Sands of Time,90759676,BV,3646,3646,30095259,5/28/10
Prince of the City,8124257,WB,3,0,64713,8/19/81
The Prince of the Himalayas,10190,AM,0,1,0,12/23/11
The Prince of Tides,74787599,Col.,1405,1546,10035412,12/27/91
Princesas,29472,IFC,1,3,5147,8/23/06
The Princess Academy,205000,EP,0,0,0,4/24/87
The Princess and the Frog,104400899,BV,2,3475,786190,11/25/09
The Princess and the Goblin,2105078,Hemd,795,795,451560,6/3/94
The Princess and the Matchmaker,78900,CJ,3,6,20142,3/9/18
The Princess and the Pea (IMAX),0,Imax,0,0,0,0
The Princess and the Warrior,872091,SPC,3,31,51426,6/22/01
The Princess Blade,77567,ADV,4,7,12618,8/8/03
The Princess Bride,30857814,Fox,9,803,206243,9/25/87
Princess Caraboo,3062530,TriS,301,301,1005287,9/16/94
Princess Cut,22167,WMP,0,4,0,7/28/15
The Princess Diaries,108248956,BV,2537,2749,22862269,8/3/01
The Princess Diaries 2: Royal Engagement,95170481,BV,3472,3490,22956453,8/11/04
Princess Kaiulani,883887,RAtt.,33,47,186995,5/14/10
Princess Mononoke,2375308,Mira.,8,129,144446,10/29/99
Princess Mononoke - Studio Ghibli (2018),1464271,Fathom,739,739,489847,7/22/18
The Princess of France,5212,CGld,0,1,0,6/26/15
The Princess of Montpensier,352428,IFC,3,21,23456,4/15/11
The Princess of Nebraska,0,Magn.,0,0,0,0
The Principal,19734940,TriS,1196,1196,4297710,9/18/87
The Principle,89543,RM,1,3,8657,10/24/14
Prison,345704,NW,42,42,63792,5/6/88
The Prison,207481,WGUSA,23,23,80376,3/31/17
The Prisoner of Second Avenue,0,WB,0,0,0,3/14/75
Prisoner of the Mountains,790078,OrionC,3,36,17205,1/31/97
The Prisoner of Zenda (1937),0,UA,0,0,0,9/3/37
The Prisoner of Zenda (1952),0,MGM,0,0,0,11/4/52
The Prisoner of Zenda (1979),7650600,Uni.,417,0,2425315,5/25/79
The Prisoner or: How I Planned to Kill Tony Blair,3103,RedE,2,2,2194,3/23/07
Prisoners,61002302,WB,3260,3290,20817053,9/20/13
Prisoners of the Sun,52654,Skou,4,6,14296,7/19/91
Private,15811,Arab,1,3,3987,11/18/05
Private Benjamin,69847348,WB,763,0,4739769,10/10/80
Private Fears in Public Places,134636,IFC,2,6,14391,4/13/07
A Private Function,2527088,IsAl,1,40,25333,3/1/85
Private Lessons,26279000,JenF,179,224,1056158,8/28/81
The Private Lives of Elizabeth and Essex,0,WB,0,0,0,9/27/39
The Private Lives of Pippa Lee,337356,Scre.,12,26,89950,11/27/09
Private Parts,41230799,Par.,2138,2217,14616333,3/7/97
Private Property,62897,NYer,2,3,15086,5/18/07
Private Resort,331816,TriS,102,102,163704,5/3/85
Private School,14049540,Uni.,1024,1024,4411861,7/29/83
A Private War,0,Aviron,0,0,0,11/2/18
Privileged,0,NYer,0,0,0,1983
The Prize,0,MGM,0,0,0,12/25/63
"The Prize Winner of Defiance, Ohio",627844,DW,41,41,159056,9/30/05
Prizzi's Honor,26657534,Fox,719,722,4234537,6/14/85
Problem Child,53470891,Uni.,1714,1769,10026900,7/27/90
Problem Child 2,25104700,Uni.,1464,1500,5372880,7/5/91
The Prodigal,0,MGM,0,0,0,5/13/55
Prodigal Sons,73544,FRun,1,11,6102,2/26/10
The Prodigy,0,Orion,0,0,0,2/8/19
The Producers,19398532,Uni.,6,978,154590,12/16/05
The Producers (re-issue),111866,Rialto,1,3,6091,6/7/02
Producing Adults,935,Wlfe.,1,1,459,12/22/04
The Professional,19501238,Sony,1158,1220,5306558,11/18/94
Professor Marston & the Wonder Women,1584759,Annapurna,1229,1229,736883,10/13/17
The Professor: Tai Chi's Journey West,2852,FRun,1,1,1744,5/6/16
The Program,23032565,BV,1653,1661,6821931,9/24/93
The Program (2016),13074,EOne,18,18,5763,3/18/16
Programming the Nation?,0,ICir,1,1,0,8/19/11
Project Almanac,22348241,Par.,2893,2900,8310252,1/30/15
Project Eden,0,INDEP,0,0,0,1/5/18
Project Itoh - Harmony,23248,FUN,3,47,760,5/17/16
Project Itoh - The Empire of Corpses,0,FUN,0,0,0,4/19/16
Project Nim,411184,RAtt.,4,22,25820,7/8/11
Project X,54731865,WB,3055,3055,21051363,3/2/12
Project X (1987),18532286,Fox,1022,1025,3309985,4/17/87
Prom,10130219,BV,2730,2730,4712638,4/29/11
Prom Night,14796236,Emb,0,0,0,8/15/80
Prom Night (2008),43869350,SGem,2700,2821,20804941,4/11/08
Promenons-nous dans les bois,56119,Pha.,29,29,56119,9/29/00
Prometheus,126477084,Fox,3396,3442,51050101,6/8/12
The Promise,11606005,Uni.,0,0,0,1/1/79
The Promise,669625,WIP,213,213,272838,5/5/06
The Promise (2017),8224288,ORF,2251,2251,4095718,4/21/17
Promised Land,316199,Vest,6,67,31401,1/22/88
Promised Land (2012),7597898,Focus,25,1676,173915,12/28/12
Promised Lands (2010 re-issue),4546,FDesk,1,1,797,2/5/10
Promises,247948,Cow.,5,5,6535,3/15/02
The Promotion,408709,TRR,6,81,30493,6/6/08
Proof,524668,FL,1,19,13221,3/20/92
Proof,7535331,Mira.,8,517,193840,9/16/05
Proof of Life,32598931,WB,2705,2705,10207869,12/8/00
The Prophecy,16115878,Dim.,1663,1663,7510332,9/1/95
Prophecy,18389402,Par.,0,0,0,6/15/79
Prophet's Prey,39347,SHO,1,9,5000,9/18/15
The Prophet's Son,16983,SBE,1,1,8168,9/29/12
The Proposal,163958031,BV,3056,3158,33627598,6/19/09
The Proposition,1903434,First,3,200,32681,5/5/06
The Proposition (1998),147773,Poly,17,17,61560,3/27/98
Prospero's Books,1750301,Mira.,2,126,34728,11/15/91
The Protagonist,13850,IFC,1,3,4495,11/30/07
The Protector (1985),981817,WB,0,0,0,8/23/85
The Protector (2006),12044087,W/DD,1541,1541,5034180,9/8/06
The Protector 2,2463,Magn.,1,1,270,5/2/14
Protektor,2968,FM,2,2,2968,8/5/11
Proteus,62031,Strand,2,3,10047,7/30/04
Proteus: A Nineteenth Century Vision,1246,Icar.,1,1,642,8/5/05
Protocol,26186631,WB,893,904,3427840,12/21/84
Protocols of Zion,178875,Think,4,10,21733,10/21/05
Proud American,131357,Slow,750,750,96076,9/12/08
Proud Mary,20877013,SGem,2125,2125,9959053,1/12/18
Providence,8840,MS,7,7,6193,2/12/16
The Providence Effect,62500,Slow,14,14,31660,9/25/09
Provoked: A True Story,761740,Eros,12,62,30000,5/11/07
The Pruitt-Igoe Myth,44883,FRun,1,6,4721,1/20/12
Psycho,32000000,Par.,0,0,0,6/16/60
Psycho (1998),21456130,Uni.,2477,2489,10031850,12/4/98
Psycho Beach Party,268117,Strand,0,11,0,8/4/00
Psycho II,34725000,Uni.,1448,1488,8310244,6/3/83
Psycho III,14481606,Uni.,1408,1408,3238400,7/4/86
Psycho-Pass: The Movie,138366,FUN,0,161,0,3/15/16
Psychopathia Sexualis,4012,Kino,3,3,1612,6/8/06
PTU,0,Palm,0,0,0,0
Puberty Blues,237000,UniC,1,1,7381,7/15/83
Public Enemies,97104620,Uni.,3334,3336,25271675,7/1/09
The Public Eye,3067917,Uni.,635,635,1139825,10/16/92
The Public Image is Rotten,9855,Abr.,1,1,8052,9/14/18
Public Speaking,62173,Rialto,1,2,6260,2/23/11
Puccini for Beginners,89464,Strand,2,11,13380,2/2/07
Pudsey the Dog: The Movie,0,0,0,0,0,TBD
Puella Magi Madoka Magica the Movie,180440,Elev.,5,5,62340,10/19/12
Puella Magi Madoka Magica the Movie: Rebellion,375627,Elev.,37,76,189514,12/3/13
Puerto Ricans in Paris,102890,FCW,41,41,26674,6/10/16
The Puffy Chair,194523,IDP,7,7,26029,6/2/06
Pukar,314701,Eros,36,36,198287,2/4/00
Puli,0,----,0,0,0,TBD
Puli,0,----,0,0,0,TBD
Puli,0,----,0,0,0,TBD
Puli,0,S,0,0,0,TBD
The Pulitzer at 100,4489,FRun,1,1,2577,7/21/17
Pulling Strings,5842961,LGF,387,438,2467168,10/4/13
Pulp,0,UA,0,0,0,Nov-72
Pulp Fiction,107928762,Mira.,1338,1494,9311882,10/14/94
Pulse,20264436,W/Dim.,2323,2323,8203822,8/11/06
Pulse (1988),40397,Col.,0,0,0,3/10/88
Pulse (2005),51420,Magn.,1,5,7250,11/9/05
Pulse: A Stomp Odyssey (IMAX),10086514,GSF,16,16,39798,10/11/02
Pump,89787,SD,3,10,42200,9/19/14
Pump Up the Volume,11541758,NL,799,821,1601489,8/24/90
Pumping Iron,0,Cin5,0,0,0,1977
Pumping Iron 2: The Women,628050,Cinc,0,0,0,5/3/85
Pumpkin,308552,MGM,8,19,30514,6/28/02
Pumpkinhead,3385516,UA,351,353,686567,10/14/88
Pumpkinhead (Re-issue),1000000,UA,142,142,399010,1/13/89
Punch-Drunk Love,17844216,SonR,5,1293,367203,10/11/02
Punching Henry,0,WGUSA,0,0,0,2/24/17
Punchline,21042667,Col.,4,917,160742,9/30/88
Puncture,68945,MNE,4,5,29175,9/23/11
The Punisher,33810189,Lions,2649,2649,13834527,4/16/04
Punisher: War Zone,8050977,LGF,2508,2508,4271451,12/5/08
The Punk Singer,122742,IFC,3,24,24729,11/29/13
Punks,160083,Urb.,1,7,14250,11/2/01
The Puppet Masters,8647042,BV,1481,1482,4069057,10/21/94
Pups,1590,Mnr.,1,1,1145,3/31/00
Pure,102471,Indic.,2,3,5154,6/10/05
Pure Country,15164458,WB,993,1103,2739680,10/23/92
Pure Country 2,133771,WB,0,0,0,10/15/10
A Pure Formality,190749,SPC,7,11,35639,5/26/95
Pure Luck,22641969,Uni.,1561,1569,5010810,8/9/91
The Purge,64473115,Uni.,2536,2591,34058360,6/7/13
The Purge: Anarchy,71962800,Uni.,2805,2856,29816675,7/18/14
The Purge: Election Year,79213375,Uni.,2796,2821,31515110,7/1/16
Purification,0,WWD,0,0,0,4/6/12
Purple Butterfly,17790,Palm,1,1,6970,11/26/04
The Purple Heart,0,Fox,0,0,0,2/23/44
Purple Hearts,2075282,WB,0,370,0,3/30/84
Purple Moon (Re-issue),640945,Mira.,0,0,0,0
Purple Rain,68392977,WB,917,1022,7766201,7/27/84
Purple Rain (2016 re-release),1868075,WB,0,87,0,4/23/16
The Purple Rose of Cairo,10631333,Orion,3,419,114095,3/1/85
The Pursuit of D.B. Cooper,3702028,Uni.,867,0,1214767,11/13/81
Pursuit of Happiness,6850,TMG,1,1,1074,5/16/03
The Pursuit of Happyness,163566459,Sony,2852,3169,26541709,12/15/06
Push,31811527,Sum.,2313,2313,10079109,2/6/09
The Pusher,1656,FRun,1,1,1656,5/7/99
Pusher (2012),0,RTWC,15,15,0,10/26/12
The Pusher Trilogy,4815,Magn.,1,1,1792,8/18/06
Pushing Hands,152322,Lions,2,5,9567,6/2/95
Pushing Tin,8408835,Fox,1283,1284,3555032,4/23/99
Puss in Boots,149260504,P/DW,3952,3963,34077439,10/28/11
Puss in Boots (1988),12951,Can.,0,0,0,6/10/88
Puss in Boots 2: Nine Lives & 40 Thieves,0,0,0,0,0,TBD
Putin's Kiss,10082,KL,1,1,1525,2/17/12
Putty Hill,49918,CGld,1,3,4868,2/18/11
Puzzle,1998293,SPC,5,265,61214,7/27/18
Pyaar Ka Punchnama 2,222856,Rel.,49,49,107536,10/16/15
Pyar Ke Side Effects,30230,Eros,5,5,22800,9/15/06
Pyare Mohan,150198,Eros,27,27,78462,4/21/06
The Pyramid,2756333,Fox,589,685,1369935,12/5/14
A Pyromaniac's Love Story,345972,BV,379,379,268932,4/28/95
Q & A,11207891,TriS,912,923,2816605,4/27/90
Quai des Orfevres (2018 Re-issue),28013,Rialto,1,2,7125,4/13/18
Quai des Orfevres (Re-issue),152961,Rialto,1,2,9632,10/25/02
Quality Street,0,RKO,0,0,0,3/26/37
Quantum Hoops,7075,GFor.,1,1,4216,11/2/07
Quantum of Solace,168368427,Sony,3451,3501,67528882,11/14/08
Quarantine,31691811,SGem,2461,2463,14211321,10/10/08
Quartet,18390117,Wein.,2,725,47122,1/11/13
The Quay Brothers in 35mm,51858,Zeit.,1,2,16995,8/19/15
Quebec sur ordonnace,101896,All.,0,62,0,10/5/07
The Queen,56441711,Mira.,3,1850,122014,9/30/06
Queen & Slim,0,Uni.,0,0,0,11/27/19
Queen and Country,41297,BBC,1,9,5954,2/18/15
Queen Christina,0,MGM,0,0,0,12/26/33
Queen Margot,1292232,Mira.,0,0,0,12/9/94
Queen Margot (2014 re-release),12005,Cohen,1,1,4985,5/9/14
Queen of Earth,91218,IFC,2,12,11360,8/26/15
Queen of Hearts,1236844,Cinc,0,0,0,9/20/89
Queen of Katwe,8874389,BV,52,1259,304933,9/23/16
Queen of Outer Space,0,AAP,0,0,0,9/7/58
Queen of the Damned,30336800,WB,2511,2511,14757535,2/22/02
Queen of the Desert,0,IFC,0,0,0,2017
The Queen of Versailles,2401999,Magn.,3,89,51326,7/20/12
Queen to Play,478710,Zeit.,6,18,28092,4/1/11
Queens,140417,Reg.,5,10,16494,8/25/06
Queens Logic,612781,NL,37,37,144341,2/1/91
The Quest,21686547,Uni.,2092,2098,7029120,4/26/96
The Quest,0,Uni.,0,0,0,5/9/03
Quest (2017),47807,FRun,1,3,6591,12/1/17
Quest for Camelot,22510798,WB,3107,3107,6041602,5/15/98
Quest for Fire,20959585,Fox,223,426,2171303,2/12/82
The Quest of Alain Ducasse,9627,Magn.,1,5,2711,6/8/18
A Question Of Faith,2587072,PFR,661,661,1025489,9/29/17
The Quick and the Dead,18636537,Sony,2158,2158,6515861,2/10/95
Quick Change,15260154,WB,1596,1596,4700960,7/13/90
Quicksilver,7634909,Col.,1251,1253,3170215,2/14/86
Quid Pro Quo,11864,Magn.,4,4,7395,6/13/08
The Quiet,381420,SPC,7,366,27546,8/25/06
The Quiet American,12988801,Mira.,6,396,101663,11/22/02
Quiet Chaos,11434,IFC,1,1,3190,6/26/09
Quiet City,15610,600W,1,1,4860,8/29/07
Quiet Cool,1900000,NL,470,470,815812,11/7/86
The Quiet Earth,2123135,Skou,1,1,9825,10/18/85
The Quiet Man,0,Rep.,0,0,0,8/14/52
The Quiet Ones,8509867,LGF,2027,2027,3880053,4/25/14
A Quiet Passion,1865396,MBox,6,135,45825,4/14/17
A Quiet Place,188024361,Par.,3508,3808,50203562,4/6/18
Quigley Down Under,21413105,MGM,996,1094,3853149,10/19/90
Quill: The Life of a Guide Dog,15674,MBox,2,5,1678,5/18/12
Quills,7065332,FoxS,9,223,249383,11/24/00
Quinceanera,1692693,SPC,8,96,95400,8/4/06
Quintet,0,Fox,0,0,0,2/9/79
The Quitter,8512,OGP,1,1,5588,9/12/14
Quitting,18531,SPC,5,6,7908,9/13/02
Quiz Show,24822619,BV,27,822,757714,9/16/94
Quo Vadis,0,MGM,0,0,0,11/8/51
R Point,0,Tar.,0,0,0,0
'R Xmas,850,Path.,1,1,850,11/8/02
R... Rajkumar,166503,Eros,91,91,124669,12/6/13
R.I.P.D.,33618855,Uni.,2852,2852,12691415,7/19/13
R100,24956,Drft.,10,11,7263,1/23/15
RA One,2511689,Eros,189,189,0,10/26/11
Raajneeti,1514558,UTV,124,124,850244,6/4/10
Raanjhana,903232,Eros,102,102,414211,6/21/13
Raavan,708726,Relbig.,120,120,482760,6/18/10
Raazi,0,0,0,0,0,TBD
Rab Ne Bana Di Jodi,2078956,Yash,83,83,920995,12/12/08
The Rabbi's Cat,23392,GK,1,6,4301,12/7/12
Rabbit Hole,2229058,LGF,5,131,53778,12/17/10
Rabbit-Proof Fence,6199600,Mira.,9,153,88352,11/27/02
Rabin in His Own Words,0,Men.,0,0,0,5/6/16
"Rabin, the Last Day",28411,KL,1,5,7940,1/29/16
Race,1367024,UTV,96,96,802254,3/21/08
Race (2016),19206207,Focus,2369,2387,7353922,2/19/16
Race 2,1579940,UTV,153,153,884757,1/25/13
Race 3,1690861,Yash,314,314,1690861,6/15/18
Race for Glory,100326,NCeV,0,0,0,8/11/89
"Race for Your Life, Charlie Brown",3223888,Par.,0,0,0,6/2/77
Race the Sun,1945552,Sony,1218,1218,1116504,3/22/96
Race to Witch Mountain,67172594,BV,3187,3268,24402214,3/13/09
Race You to the Bottom,5468,Reg.,1,1,1549,3/30/07
Racer & the Jailbird,46337,Super,2,48,2513,5/4/18
Rachel Getting Married,12796841,SPC,9,391,293369,10/3/08
The Rachel Papers,201468,UA,0,0,0,5/12/89
Rachel River,60698,Tau,4,4,13705,1/20/89
Racing Dreams,65082,Hann.,33,33,20048,5/21/10
Racing Extinction,0,Abr.,6,6,0,9/18/15
Racing Stripes,49772522,WB,3185,3185,13920052,1/14/05
Racing with the Moon,6045647,Par.,389,389,1803432,3/23/84
RAD,2015882,TriS,286,286,408980,3/21/86
Radiant City,78944,All.,0,4,0,3/30/07
Radio,52333738,SonR,3074,3074,13303724,10/24/03
Radio Days,14792779,Orion,128,488,1522423,1/30/87
Radio Dreams,27836,Mats.,1,5,2712,5/19/17
Radio Flyer,4651977,Col.,940,941,1932595,2/21/92
Radio Free Albemuth,9365,Free,10,10,5553,6/27/14
Radio Unnameable,24090,KL,1,2,5833,9/19/12
Radioactive Dreams,220038,DEG,90,90,141055,9/19/86
Radioland Murders,1316865,Uni.,844,844,835570,10/21/94
Raees,3262954,Zee,265,265,1798379,1/25/17
Rage (Rabia),5594,Strand,1,2,952,1/28/11
A Rage in Harlem,10438504,Mira.,540,545,2458080,5/3/91
The Rage: Carrie 2,17762705,MGM,2286,2286,7065123,3/12/99
Raggedy Man,1976198,Uni.,199,0,287081,9/18/81
Raging Bull,23334953,MGM,4,0,128590,11/14/80
Raging Bull (25th Anniversary),49034,MGM,1,1,13568,1/28/05
Ragnarok,1369,Magn.,1,2,522,8/22/14
Ragtime,11099118,Par.,5,447,151351,11/20/81
Raid (2018),1010385,Eros,79,79,423817,3/16/18
The Raid 2,2627209,SPC,7,954,165292,3/28/14
The Raid: Redemption,4105187,SPC,14,881,213785,3/23/12
Raiders of the Lost Ark,212222025,Par.,1078,1078,8305823,6/12/81
Raiders of the Lost Ark (IMAX),3125613,Par.,267,322,1673731,9/7/12
Raiders of the Lost Ark (Re-issue) (1982),21437879,Par.,1330,1330,4347101,7/16/82
Raiders of the Lost Ark (Re-issue) (1983),11374454,Par.,628,628,1327451,3/25/83
Raiders!: The Story of the Greatest Fan Film Ever Made,71916,Drft.,24,27,26059,6/17/16
Railroad Tigers,218044,WGUSA,43,43,116211,1/6/17
Rails & Ties,22136,WB,5,5,11059,10/26/07
The Railway Man,4438438,Wein.,4,600,61845,4/11/14
Rain,455164,IDP,1,17,15222,4/26/02
The Rain Killer,1696066,Conc,0,0,0,9/14/90
Rain Man,172825435,MGM,1248,1590,7005719,12/16/88
The Rainbow,444055,Vest,0,0,0,5/5/89
Rainbow Brite and the Star Stealer,4889971,WB,1088,1090,1847962,11/15/85
Raining Stones,89388,N.Arts,0,0,0,3/11/94
The Rainmaker (1956),0,Par.,0,0,0,12/13/56
The Rainmaker (1997),45916769,Par.,2317,2369,10626507,11/21/97
Raise the Red Lantern,2603061,OrionC,1,40,22554,3/13/92
Raise Your Voice,10411980,NL,2521,2521,4022693,10/8/04
Raising Arizona,22847564,Fox,1,697,36240,3/13/87
Raising Cain,21370057,Uni.,1661,1698,6203835,8/7/92
Raising Flagg,4130,CLS,1,8,636,2/2/07
Raising Helen,37486512,BV,2717,2721,10985597,5/28/04
Raising Victor Vargas,2078661,IDP,2,69,33166,3/28/03
Raja,13000,FM,1,2,6000,3/26/04
Raja Natwarlal,131105,UTV,73,73,83669,8/29/14
Raju Chacha,194698,Eros,35,35,123989,12/29/00
"Rally 'Round the Flag, Boys!",0,Fox,0,0,0,12/23/58
Ralph Breaks the Internet,0,BV,0,0,0,11/21/18
Ram Dass: Fierce Grace,238260,Zeit.,2,6,3638,2/27/02
Ram-Leela,2738863,Eros,204,204,1449174,11/15/13
Ramaiya Vastavaiya,80108,Prab.,67,67,52514,7/19/13
Raman Raghav 2.0,0,Relbig.,50,50,0,6/24/16
Rambling Rose,6266621,NL,26,236,314631,9/20/91
Rambo,42754105,LGF,2751,2764,18203876,1/25/08
Rambo III,53715611,TriS,2562,2562,13034238,5/25/88
Rambo: First Blood Part II,150415432,TriS,2074,2074,20176217,5/22/85
Ramen Heads,57345,FB,2,6,7085,3/16/18
Ramona and Beezus,26167002,Fox,2719,2719,7810481,7/23/10
Rampage,796368,Mira.,172,172,322500,10/30/92
Rampage (2018),99345950,WB (NL),4101,4115,35753093,4/13/18
Rampart,972512,MNE,5,106,60446,2/10/12
Ran,3607393,OrionC,0,30,0,9/27/85
Ran (2010 re-issue),124673,Rialto,2,4,10245,2/5/10
Ran (2016 re-issue),66097,Rialto,1,5,11462,2/26/16
Ran (re-issue),337587,Wells,1,5,3567,6/30/00
Rana's Wedding,10604,Arab,1,1,3099,8/22/03
Ranchero,24036,Indic.,2,2,3826,7/8/11
Rancho Delux,0,UA,0,0,0,3/14/75
Random Hearts,31502583,Sony,2697,2697,13012585,10/8/99
Randy and the Mob,45410,Capr.,5,7,12852,9/21/07
Rang De Basanti,2197694,UTV,61,66,701666,1/27/06
Range 15,621738,TUG,1,260,1044,6/15/16
Rangeelay,148418,Eros,20,20,73541,5/17/13
Rango,123477607,Par.,3917,3923,38079323,3/4/11
